No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,Business Category,Product Category,Source,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
7195,shelter cafe x coffee by javaphile bandra,8100,28,17.0,$0.45,4,23,https://lbb.in/mumbai/shelter-by-javaphile-versova-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,shelter by javaphile,,versova,1
7196,sennes mani square,8100,25,18.0,$0.74,6,19,https://lbb.in/places/Mani-Square-Mall-kolkata-985d78/,Kolkata,,,,Kolkata,,,,,lbb.in,mani square,,places mall 985d78,1
7197,seefah,8100,21,34.0,$0.18,3,16,https://lbb.in/mumbai/Asian-food-hill-road/,Mumbai,,,,Mumbai,,Restaurant,Food & Dining,Food & Dining,lbb.in,,,asian hill road,1
7198,sector 15 gurgaon,8100,45,17.0,$0.32,2,18,https://lbb.in/delhi/locality/sector-15-gurgaon/,Delhi,Delhi,India,North,Delhi,Sector 15,,,,lbb.in,gurgaon,,locality,1
7199,sarvi food court,8100,24,26.0,$0.07,4,24,https://lbb.in/hyderabad/sarvi-restaurant-hyderabad/,Hyderabad,,,,Hyderabad,,Restaurant,Food & Dining,Food & Dining,lbb.in,sarvi,,,1
7200,sampangi rama nagar,8100,13,121.0,$0.55,4,18,https://lbb.in/bangalore/locality/sampangi-rama-nagar-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,sampangi rama nagar,,bangalore locality bangalore,1
7201,salim ali bird sanctuary in goa,8100,25,21.0,$0.14,1,22,https://lbb.in/goa/salim-ali-bird-sanctuary/,,Goa,India,West,,,,,,lbb.in,salim ali bird sanctuary,,,1
7202,sad movies of bollywood,8100,18,45.0,$0,1,30,https://lbb.in/all/sad-bollywood-movies/,,,,,,,,,,lbb.in,sad movies bollywood,,all,1
7203,sad bollywood movies,8100,15,60.0,$0,1,29,https://lbb.in/all/sad-bollywood-movies/,,,,,,,,,,lbb.in,sad bollywood movies,,all,1
7204,restaurants in south city mall kolkata,8100,16,60.0,$0.02,1,22,https://lbb.in/kolkata/south-city-mall-for-restaurants/,Kolkata,,,,Kolkata,,Restaurant,Food & Dining,Food & Dining,lbb.in,city mall,,,1
7205,resorts near mumbai,14800,53,17.0,$0.15,92,45,https://lbb.in/mumbai/best-resorts-near-mumbai-luxury-getaway/,Mumbai,,,,Mumbai,,Hotel,Accommodation,Accommodation,lbb.in,,,best luxury getaway,1
7206,ramakrishna restaurant,12100,12,159.0,$0.05,1,21,https://lbb.in/pune/40-year-old-restaurant-ram-krishna-serves-500-customers-day/,Pune,,,,Pune,,Restaurant,Food & Dining,Food & Dining,lbb.in,,,40 year old ram krishna serves 500 customers day,1
7207,pubs in chennai city,8100,22,34.0,$0.16,2,22,https://lbb.in/chennai/best-nightclubs-and-pubs-in-chennai/,Chennai,,,,Chennai,,,,,lbb.in,pubs,,best nightclubs,1
7208,pink color combination,8100,18,73.0,$0,1,15,https://lbb.in/all/pink-two-colour-combination/,,,,,,,,,,lbb.in,pink combination,,all two colour,1
7209,varieties of dresses,8100,20,34.0,$0.02,12,23,https://lbb.in/delhi/types-of-dresses/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,dresses,,types,1
7210,hydrafacial benefits,9900,80,17.0,$0.41,7,23,https://lbb.in/all/hydra-facial-benefits/,,,,,,,,,,lbb.in,benefits,,all hydra facial,1
7211,holi celebration near me,2900,13,207.0,$0.17,1,31,https://lbb.in/delhi/best-holi-parties-in-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,holi,,best parties,1
7212,historical place of karnataka,8100,59,17.0,$0.04,1,17,https://lbb.in/bangalore/historical-places-north-karnataka/,Bengaluru,Karnataka,India,South,Bengaluru,,,,,lbb.in,historical,,bangalore places,1
7213,hauz khas lake,8100,11,273.0,$0.07,3,26,https://lbb.in/delhi/lakes-in-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,,,lakes,1
7214,happy belly bakes,8100,11,159.0,$0.24,100,22,https://lbb.in/bangalore/happy-belly-bakes/,Bengaluru,,,,Bengaluru,,,,,lbb.in,happy belly bakes,,bangalore,1
7215,goa private beach resort,8100,42,17.0,$0.19,100,38,https://lbb.in/goa/private-beach-goa-resorts/,,Goa,India,West,,,Hotel,Accommodation,Accommodation,lbb.in,private beach,,,1
7216,go xtreme adventures,8100,42,17.0,$0.11,4,18,https://lbb.in/chennai/wild-tribe-ranch-adventure-sports-ecr-chennai/,Chennai,,,,Chennai,,,,,lbb.in,,,wild tribe ranch adventure sports ecr,1
7217,glanz fabrics,8100,19,47.0,$0.23,7,22,https://lbb.in/places/Glanz-Fabrics-khar-ae639e/,,,,,,,,,,lbb.in,glanz fabrics,,places khar ae639e,1
7218,football turf,8100,18,60.0,$0.16,5,44,https://lbb.in/hyderabad/best-football-turfs/,Hyderabad,,,,Hyderabad,,,,,lbb.in,football,,best turfs,1
7219,fitness first gym,8100,19,45.0,$0.71,2,46,https://lbb.in/mumbai/fitness-first/,Mumbai,,,,Mumbai,,,,,lbb.in,fitness first,,,1
7220,feni cashew,8100,15,73.0,$0,1,36,https://lbb.in/goa/best-feni-brands/,,Goa,India,West,,,,,,lbb.in,feni,,best brands,1
7221,peach lipstick colour,6600,46,17.0,$0.03,98,25,https://lbb.in/mumbai/peach-lipstick-shades-for-indian-skin-tones/,Mumbai,,,,Mumbai,,,,,lbb.in,peach lipstick,,shades indian skin tones,1
7222,pass the salt,8100,31,17.0,$0.30,2,36,https://lbb.in/mumbai/order-deep-dish-pizza-online-from-pass-the-salt/,Mumbai,,,,Mumbai,,,,,lbb.in,pass salt,,order deep dish pizza online,1
7223,oily skin makeup foundation,8100,40,17.0,$0.04,99,22,https://lbb.in/all/best-makeup-foundation-for-oily-skin/,,,,,,,,,,lbb.in,oily skin makeup foundation,,all best,1
7224,nykaa perfume,8100,73,17.0,$0.06,98,21,https://lbb.in/,,,,,,,,,,lbb.in,,,,1
7225,neora national park,8100,18,73.0,$0,1,38,https://lbb.in/kolkata/neora-valley-national-park-red-panda-rhododendrons-lava-kalimpong-darjeeling/,Darjeeling,,,,Darjeeling,,,,,lbb.in,neora national park,,kolkata valley red panda rhododendrons lava kalimpong,1
7226,nehru centre worli,6600,27,19.0,$0.08,5,39,https://lbb.in/mumbai/nehru-science-center-worli-2c5e6f/,Mumbai,,,,Mumbai,,,,,lbb.in,nehru worli,,science center 2c5e6f,1
7227,near beach to bangalore,8100,54,17.0,$0.04,2,26,https://lbb.in/bangalore/beaches-near-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,bangalore,,beaches bangalore,1
7228,narsingh l b nagar,8100,21,21.0,$0.37,3,25,https://lbb.in/hyderabad/narsingh-clothing-emporium/,Hyderabad,,,,Hyderabad,,,,,lbb.in,narsingh,,clothing emporium,1
7229,mumbai bora bazar,8100,5,1312.0,$0.15,3,25,https://lbb.in/mumbai/bora-bazaar-paper-street-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,bora,,bazaar paper street,1
7230,mrp cafe,8100,11,207.0,$0.10,2,19,https://lbb.in/delhi/4-cafe-mrp-9ce739/,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,lbb.in,mrp,,9ce739,1
