No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank,
2694,siri fort auditorium,33100,35,69,$0,4,24,https://www.mappls.com/94jgoq,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2695,shri bande mahakali temple,22200,9,1118,$0.02,2,19,https://www.mappls.com/fhswgz,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2696,shree balaji agora mall,40500,19,185,$0,6,19,https://www.mappls.com/d635mt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2697,satara bus depot,33100,10,1118,$0,1,22,https://www.mappls.com/place-satara+bus+stand-sadar+bazar-satara-maharashtra-415001-738stc@zdata=MTcuNjkzMTAyKzc0LjAwNDUyNSsxNys3MzhzdGMrKw==ed,Satara,Maharashtra,India,West,Satara,Unknown,,,,1,
2698,sarai kale khan station,33100,17,301,$0.09,4,19,https://www.mappls.com/place-hazrat+nizamuddin+railway+station+sarai+kale+khan+side-ustad+hafiz+ali+khan+sahib+marg-nizamuddin+east-new+delhi-delhi-110013-n6yt8b@zdata=MjguNTg4NTIrNzcuMjU0ODQ4KzE3K242eXQ4Yisred,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
2699,thane station east,40500,14,374,$0,12,29,https://www.mappls.com/report/ba5s33/f81ef8ac-a28d-4ed2-985b-c741c7e73fd5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2700,taj vivanta dwarka,18100,29,69,$0.27,49,33,https://www.mappls.com/o7n3v5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2701,vijay vilas palace,27100,36,69,$0.06,1,22,https://www.mappls.com/88sd5a,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2702,vijay path,33100,18,185,$0.09,5,37,https://www.mappls.com/place-vijay+path-sector+122-sector+101-mansarovar-jaipur-rajasthan-302020-JJI5AH@zdata=MjYuODQ3OTc3Kzc1Ljc2OTE5MisxNytKSkk1QUgrK25yed,Jaipur,Rajasthan,India,North,Jaipur,Unknown,,,,1,
2703,tumkur sira,33100,46,69,$0,1,28,https://www.mappls.com/direction-from--to-sira+techno+city+sira,,,,,,,,,,,
2704,transport nagar jaipur rajasthan,33100,12,652,$0.08,4,19,https://www.mappls.com/place-transport+nagar-ghat+ki+guni-jaipur-rajasthan-302004-LSMWIU@zdata=MjYuOTAxNzE3Kzc1Ljg0Mzk5OCsxNytMU01XSVUrK25yed,Jaipur,Rajasthan,India,North,Jaipur,Unknown,,,,1,
2705,trampoline park gurgaon,27100,31,69,$0.10,4,23,https://www.mappls.com/8lb8sp,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2706,zaveri bazaar,33100,17,301,$0.41,6,26,https://www.mappls.com/s83st1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2707,pali location,33100,32,69,$0,1,27,https://www.mappls.com/direction-from--to-Pali@Zdata=ZnJvbSsrdG8rNzMuMzEyNzQsMjUuNzY4MjQ0K3ZpYQ==,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2708,nsp parking,33100,22,89,$0.19,5,15,https://www.mappls.com/place-pacific+mall+multilevel+parking-basement-pacific+mall-new+delhi-delhi-110034-F9258V@zdata=MjguNjk0MjgrNzcuMTUzNjY5KzE3K0Y5MjU4VisrbnI=ed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
2709,neighbourhood resource centre,33100,57,69,$1.95,1,31,https://www.mappls.com/tmibwe,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2710,masani amman,9900,20,142,$0.05,1,28,https://www.mappls.com/place-masani+amman+temple-md+13-anaimalai-tamil+nadu-642104-lbq9jz@zdata=MTAuNTc4NjIzKzc2LjkzNDcxMisxNytsYnE5anorKw==ed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2711,mamata academy of medical sciences hospital,27100,26,79,$0,7,16,https://www.mappls.com/vjeq9q,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2712,magneto mall bilaspur chhattisgarh,33100,30,69,$0.23,9,20,https://www.mappls.com/direction-from--to-pvr+bilaspur,,,,,,,,,,,
2713,library chowk,27100,27,79,$0,6,28,https://www.mappls.com/place-library+bazaar-old+library-gandhi+chowk-mussoorie-uttarakhand-248179-5NJYKW@zdata=MzAuNDU5NjUrNzguMDY3MDQyKzE3KzVOSllLVysred,Mussoorie,Uttarakhand,India,North,Mussoorie,Unknown,,,,1,
2714,salt lake city kolkata,33100,53,69,$0.17,2,15,https://www.mappls.com/ee6lxf,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2715,safdarjung station delhi,33100,30,69,$0,1,19,https://www.mappls.com/place-safdarjung+railway+station-new+moti+nagar-new+delhi-delhi-110023-BE46AT@zdata=MjguNTgyMzgzKzc3LjE4NTkzNisxNytCRTQ2QVQrK25yed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
2716,raj rishi,33100,29,69,$0.70,1,27,https://www.mappls.com/fdca3c,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2717,raipur rani,27100,74,69,$0,1,27,https://www.mappls.com/direction-from--to-raipur+rani+district+panchkula,,,,,,,,,,,
2718,polo ground,33100,15,652,$0,7,30,https://www.mappls.com/place-polo+ground-kingsway+camp-new+delhi-delhi-110009-B2T454@zdata=MjguNjk0NzE1Kzc3LjIwMDk5NCsxNytCMlQ0NTQrKw==ed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
2719,hindu mission hospital,27100,16,168,$1.34,3,22,https://www.mappls.com/place-hindu+mission+hospital-gst+road-ranganathapuram-tambaram+west-chennai-tamil+nadu-600045-A1SUIL@zdata=MTIuOTMxNTQrODAuMTIxMzA2KzE3K0ExU1VJTCsred,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1,
2720,highway national,33100,45,69,$0.21,1,44,https://www.mappls.com/4yj6kn,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2721,gwalior railway station,27100,35,69,$0,2,22,https://www.mappls.com/place-gwalior+junction+railway+station-railway+station+area-thatipur-gwalior-madhya+pradesh-474002-FC67CC@zdata=MjYuMjE2MTY5Kzc4LjE4MjY2NCsxNytGQzY3Q0MrK25yed,Gwalior,Unknown,Unknown,Unknown,Gwalior,Unknown,,,,1,
2722,jaripatka,33100,23,142,$0,5,42,https://www.mappls.com/direction-from--to-nagpur+jaripatka,,,,,,,,,,,
2723,icici atm,33100,10,847,$0,1,28,https://www.mappls.com/place-icici+atm-bn+reddy+nagar+main+road-vanasthalipuram-hyderabad-telangana-500070-ZT5C2L@zdata=MTcuMzIxMDI3Kzc4LjU2MzI2OCsxNytaVDVDMkwrK25yed,Hyderabad,Telangana,India,South,Hyderabad,Unknown,,,,1,
2724,i think techno campus,33100,11,652,$0,7,17,https://www.mappls.com/xryfgc,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2725,l a cinemas,27100,12,496,$0,1,31,https://www.mappls.com/bd5b4c,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2726,koramangala police station,33100,5,1552,$0,6,24,https://www.mappls.com/place-koramangala+police+station-20th+main+road-block+6-koramangala-bengaluru-karnataka-560095-lw52n5@zdata=MTIuOTQxMTc0Kzc3LjYyMTMzMisxNytsdzUybjUrKw==ed,Bengaluru,Karnataka,India,South,Bengaluru,Unknown,,,,1,
2727,dei agra,33100,36,69,$0.55,1,28,https://www.mappls.com/place-dei+technical+college+dayalbagh+educational+institute-dayalbagh-agra-uttar+pradesh-282005+agra-361TAD@zdata=MjcuMjI5NjczKzc4LjAxMzcwMTAwMDAwMDErMTcrMzYxVEFEed,Agra,Unknown,Unknown,Unknown,Agra,Unknown,,,,1,
2728,club road,33100,17,195,$0.11,3,21,https://www.mappls.com/place-the+club+road+cafe+by+tornado-5-3rd+floor-north+west+avenue-club+road-punjabi+bagh-new+delhi-delhi-110026-gb0nx4@zdata=MjguNjY2Mzg2Kzc3LjEyNjE4KzE3K2diMG54NCsred,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1,
2729,chinchwad railway station pune,33100,18,185,$0.09,4,26,https://www.mappls.com/place-chinchwad+railway+station-mumbai+pune+highway-chinchwad-pimpri+chinchwad-maharashtra-411033-A8B324@zdata=MTguNjQwMzUxKzczLjc5MTQ4MisxNytBOEIzMjQrK25yed,Mumbai,Maharashtra,India,West,Mumbai,Unknown,,,,1,
2730,c k road,33100,35,69,$0,1,20,https://www.mappls.com/direction-from--to-chandrakona+road+railway+station,,,,,,,,,,,
2731,galaxy cinema,22200,23,89,$0.01,1,25,https://www.mappls.com/place-galaxy+cinema-mumbai+road-deluxe+colony-surya+nagar-toli+chowki-hyderabad-telangana-500008-DVYE2E@zdata=MTcuNDAzMzUrNzguNDExMDU1KzE3K0RWWUUyRSsrbnI=ed,Hyderabad,Telangana,India,South,Hyderabad,Unknown,,,,1,
2732,first source,33100,30,69,$0.11,1,33,https://www.mappls.com/866cae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2733,delhi dwarka court,33100,12,374,$0.05,3,31,https://www.mappls.com/place-dwarka+district+court-sector+10+dwarka-new+delhi-delhi-110075-adcff3@zdata=MjguNTgwNzkzKzc3LjA1OTI4MSsxNythZGNmZjMrKw==ed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
2734,ayodhya nagar,33100,21,142,$0,4,29,https://www.mappls.com/direction-from--to-,,,,,,,,,,,
2735,ashram metro gate no 2,27100,31,69,$0.16,8,21,https://www.mappls.com/place-ashram+metro+station-ring+road-maharani+bagh-new+delhi-delhi-110065-3F7F9C@zdata=MjguNTcyNDc4Kzc3LjI1ODkyNSsxNyszRjdGOUMrK25yed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
2736,anna canteen,33100,22,168,$0.23,3,27,https://www.mappls.com/place-anna+canteen-nayudupeta-andhra+pradesh-524126-PDQFX9@zdata=MTMuOTA2ODAxKzc5LjkwMDc5MisxNytQRFFGWDkrK25yed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2737,2nd cross road,33100,8,847,$0.10,5,16,https://www.mappls.com/place-animal+kingdom-2nd+cross+road-neeladri+nagar-electronic+city-bengaluru-karnataka-560100-9O7JPW@zdata=MTIuODQwNTA4Kzc3LjY1MDY4NSsxNys5TzdKUFcrK25yed,Bengaluru,Karnataka,India,South,Bengaluru,Unknown,,,,1,
2738,birla industrial museum,33100,54,69,$0.15,3,28,https://www.mappls.com/8be341,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2739,palani bus stand,33100,8,1118,$0,2,23,https://www.mappls.com/direction-from--to-palani+bus+stand,,,,,,,,,,,
2740,new aatish market,33100,2,10062,$0.02,4,22,https://www.mappls.com/tw14ep,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2741,nearby public restrooms,33100,40,69,$0.16,1,19,https://www.mappls.com/toilets/near/13.014987,,,,,,,,,,,
2742,mehboob studio in mumbai,22200,15,374,$0.19,7,22,https://www.mappls.com/place-mehboob+studio+bus+stop-hill+road-bandra+west-mumbai-maharashtra-400050-X7AGQ5@zdata=MTkuMDUyNjErNzIuODI0MisxNytYN0FHUTUrKw==ed,Mumbai,Maharashtra,India,West,Mumbai,Unknown,,,,1,
2743,ramesh nagar delhi metro station,22200,11,847,$0.14,4,17,https://www.mappls.com/47c2s7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2744,pune juna bazar,22200,43,69,$0,11,23,https://www.mappls.com/place-temple-juna+bazar+khadki-pune-maharashtra-411003-9ro3oz@zdata=MTguNTY4MzA1KzczLjg0NTE2MysxNys5cm8zb3orKw==ed,Pune,Maharashtra,India,West,Pune,Unknown,,,,1,
2745,public toilet nearest,40500,22,142,$0.16,1,32,https://www.mappls.com/place-public+toilet-gayatri+nagar-gwalior-madhya+pradesh-474005-8L44W9@zdata=MjYuMjUxNzYxKzc4LjIxNTg2MysxNys4TDQ0VzkrK25yed,Gwalior,Unknown,Unknown,Unknown,Gwalior,Unknown,,,,1,
2746,uttar pradesh bar council,33100,28,69,$0.20,2,17,https://www.mappls.com/dd42bc,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2747,triumph tower,27100,21,142,$1.12,4,15,https://www.mappls.com/place-triumph+tower-church+street-shanthala+nagar-bengaluru-karnataka-560001-rk2yon@zdata=MTIuOTc1NTYzKzc3LjYwMzIxOCsxNytyazJ5b24rKw==ed,Bengaluru,Karnataka,India,South,Bengaluru,Unknown,,,,1,
2748,tower g,33100,17,301,$0.19,3,16,https://www.mappls.com/ggswer,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2749,temple road,27100,9,2181,$0.10,1,19,https://www.mappls.com/place-temple-faizabad+road-laxman+puri-lucknow-uttar+pradesh-226016-g40cij@zdata=MjYuODcxOTQ4KzgwLjk4MTkyOSsxNytnNDBjaWorKw==ed,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown,,,,1,
2750,krishna garden,27100,19,195,$0.10,2,27,https://www.mappls.com/i6624i,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2751,kashmere gate metro,33100,19,142,$0.02,1,17,https://www.mappls.com/ec5fb5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2752,kashi cafe fort kochi,33100,26,76,$0.05,1,25,https://www.mappls.com/place-kashi+art+cafe-burgher+street-njaliparambu-fort+cochin-kochi-kerala-682001-2J1LYZ@zdata=OS45NjcxOTUwMDAwMDAxKzc2LjI0Mjc1MisxNysySjFMWVorK25yed,Kochi,Kerala,India,South,Kochi,Restaurant,,,,1,
2753,moulana hospital malappuram,33100,6,1552,$3.01,1,13,https://www.mappls.com/place-moulana+hospital-pb+no+31-ooty+road-district+malappuram-perinthalmanna-kerala-679322-bf6b2e@zdata=MTAuOTc5NjczKzc2LjIyNTg2MisxNytiZjZiMmUrKw==ed,Ooty,Kerala,India,South,Ooty,Unknown,,,,1,
2754,digha bridge halt,33100,17,248,$0.08,6,17,https://www.mappls.com/place-digha+bridge+halt-shanti+van-yadav+colony-digha-patna-bihar-800011-FYKEVG@zdata=MjUuNjQ1ODQ1Kzg1LjA3OTkwNSsxNytGWUtFVkcrK25yed,Patna,Bihar,India,East,Patna,Unknown,,,,1,
2755,dharmatala bus stand,9900,27,79,$0,2,16,https://www.mappls.com/place-esplanade+bus+terminus-jawaharlal+nehru+road-esplanade-kolkata-west+bengal-700021-2SS37C@zdata=MjIuNTYzMzE4Kzg4LjM1MDMxMisxNysyU1MzN0MrKw==ed,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1,
2756,dayalbagh educational institute agra,33100,38,69,$0.51,3,15,https://www.mappls.com/place-dei+technical+college+dayalbagh+educational+institute-dayalbagh-agra-uttar+pradesh-282005+agra-361TAD@zdata=MjcuMjI5NjczKzc4LjAxMzcwMTAwMDAwMDErMTcrMzYxVEFEed,Agra,Unknown,Unknown,Unknown,Agra,Unknown,,,,1,
2757,dwarka station,33100,32,69,$0.07,1,21,https://www.mappls.com/place-dwarka+railway+station-station+road-ghanshyam+nagar-dwarka-gujarat-361335-DD2C6E@zdata=MjIuMjUwNzQ1KzY4Ljk4MDQxKzE3K0REMkM2RSsrbnI=ed,Dwarka,Gujarat,India,West,Dwarka,Unknown,,,,1,
2758,café wink,33100,29,72,$0.12,2,25,https://www.mappls.com/o4l231,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2759,bhakti nagar,27100,19,168,$0,2,27,https://www.mappls.com/5kdyc5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2760,bajaj nagar jaipur,33100,12,496,$0,5,24,https://www.mappls.com/direction-from--to-jaipur+ag+colony,,,,,,,,,,,
2761,alka theatre pune,33100,27,69,$0.23,5,22,https://www.mappls.com/cfcn5n,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2762,alchemist hospital panchkula,33100,11,652,$0.18,4,24,https://www.mappls.com/53176s,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2763,itc parel mumbai,27100,22,109,$0.96,44,32,https://www.mappls.com/22s3s2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2764,ip metro station,33100,26,69,$0.13,3,18,https://www.mappls.com/place-indra+prashtha+extension+metro+station-ip+extension-new+delhi-delhi-110092-79FVF1@zdata=MjguNjMxOTAzKzc3LjMxMDc5MSsxNys3OUZWRjErK25yed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
2765,hotel taj vivanta dwarka,18100,29,65,$0.49,51,39,https://www.mappls.com/o7n3v5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2766,hotel jatra,33100,19,185,$0,7,19,https://www.mappls.com/place-jatra+hotel-takle+nagar-krishna+nagar-panchavati-nashik-maharashtra-422003-75G6TX@zdata=MjAuMDAzNzExKzczLjgwMjU5NysxNys3NUc2VFgrK25yed,Nashik,Maharashtra,India,West,Nashik,Hotel,,,,1,
2767,ganesh theatre chennai,33100,17,142,$0.06,1,30,https://www.mappls.com/place-ganesh+cinema-anakaputhur-chennai-tamil+nadu-600070-1C8CAA@zdata=MTIuOTg0ODEzKzgwLjEyODkzOCsxNysxQzhDQUErK25yed,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1,
2768,ganesh theater chennai,33100,16,168,$0.06,1,30,https://www.mappls.com/place-ganesh+cinema-anakaputhur-chennai-tamil+nadu-600070-1C8CAA@zdata=MTIuOTg0ODEzKzgwLjEyODkzOCsxNysxQzhDQUErK25yed,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1,
2769,jp morgan towers,33100,16,496,$0.11,8,27,https://www.mappls.com/551faa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2770,sit tumkur,33100,30,69,$0.50,4,29,https://www.mappls.com/place-siddaganga+institute+of+technology-bh+road-nh+206-tumkur-tumakuru-karnataka-572103-f1ctda@zdata=MTMuMzI2Nzg4Kzc3LjEyNjA3KzE3K2YxY3RkYSsred,Unknown,Karnataka,India,South,Unknown,Unknown,,,,1,
2771,saibaba nagar,33100,37,69,$0.18,5,18,https://www.mappls.com/5s3qhs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2772,vfs global visa application centre in cochin,33100,15,195,$0,1,21,https://www.mappls.com/2jrfx2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2773,tiruchirappalli central bus stand,49500,15,496,$0.09,8,22,https://www.mappls.com/place-trichy+new+central+bus+stand-nh+38-srirangam-tiruchirappalli+district-tamil+nadu-620012-YX8L4L@zdata=MTAuNzU1NjU2Kzc4LjY1NDM3KzE3K1lYOEw0TCsrbnI=ed,Tiruchirappalli,Unknown,Unknown,Unknown,Tiruchirappalli,Unknown,,,,1,
2774,sira karnataka,33100,45,69,$0,1,28,https://www.mappls.com/direction-from--to-sira+techno+city+sira,,,,,,,,,,,
2775,sector 6 dwarka,33100,44,69,$0.16,5,24,https://www.mappls.com/47uwdb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2776,sector 22 market road,33100,9,1118,$0.02,1,20,https://www.mappls.com/e2et4s,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2777,sanchez manyata,33100,32,69,$0,1,19,https://www.mappls.com/xuv38g,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2778,passport seva kendra begumpet branch,27100,37,69,$0,1,18,https://www.mappls.com/z4wj6g,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2779,nutrition institute hyderabad,33100,18,142,$0.44,1,34,https://www.mappls.com/place-national+institute+of+nutrition-near+tarnaka+flyover-jamai-osmania-hyderabad-telangana-500007-1s46ce@zdata=MTcuNDI3NDE0Kzc4LjUyNzc2NSsxNysxczQ2Y2UrKw==ed,Hyderabad,Telangana,India,South,Hyderabad,Unknown,,,,1,
2780,nangal chaudhary,27100,66,69,$0,1,15,https://www.mappls.com/place-nangal+choudhary+chc-near+hanuman+mandir+nangal+choudhary-nagal+chaudhry-haryana-123023-PP6DPQ@zdata=MjcuODkyMTQrNzYuMTE0NzgrMTcrUFA2RFBRKytucg==ed,Unknown,Haryana,India,North,Unknown,Unknown,,,,1,
2781,ferry service gujarat,33100,31,69,$0.03,2,24,https://www.mappls.com/fg5u6t,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2782,karnal by pass delhi,33100,4,3220,$0,1,23,https://www.mappls.com/place-karnal+bypass+bus+stop-ah+1-rajiv+nagar-bhalswa+dairy-new+delhi-delhi-110042-s4d4fa@zdata=MjguNzM4MjczKzc3LjE1NDY1OCsxNytzNGQ0ZmErKw==ed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
2783,k k nagar,33100,76,69,$0.11,2,30,https://www.mappls.com/place-kk+nagar+police+station-pt+rajan+salai-sector+13-kk+nagar-chennai-tamil+nadu-600078-tsa7cs@zdata=MTMuMDQxNzAzKzgwLjIwNTQ3MysxNyt0c2E3Y3MrKw==ed,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1,
2784,jhilmil,33100,37,69,$0.13,5,20,https://www.mappls.com/s82eec,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2785,goa gmc,33100,23,79,$0.09,1,18,https://www.mappls.com/s8e5t3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2786,madanpur khadar new delhi,33100,41,69,$0.15,4,19,https://www.mappls.com/xvd91c,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2787,madan pur khadar,33100,73,69,$0.11,5,30,https://www.mappls.com/lyh4wj,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2788,krishna gardens,27100,15,374,$0.07,2,19,https://www.mappls.com/otbcix,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2789,krishan vihar delhi,27100,35,69,$0.15,3,19,https://www.mappls.com/63cedf,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2790,kk nagar,33100,56,69,$0.21,3,28,https://www.mappls.com/place-kk+nagar+police+station-pt+rajan+salai-sector+13-kk+nagar-chennai-tamil+nadu-600078-tsa7cs@zdata=MTMuMDQxNzAzKzgwLjIwNTQ3MysxNyt0c2E3Y3MrKw==ed,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1,
2791,brahma sarovar,27100,19,248,$0,1,27,https://www.mappls.com/place-brahma+sarovar-brahma+sarovar+area-kurukshetra-haryana-136118-dat8ta@zdata=MjkuOTYxMDUyKzc2LjgyODk3MysxNytkYXQ4dGErKw==ed,Unknown,Haryana,India,North,Unknown,Unknown,,,,1,
2792,bandhan,40500,37,69,$0.77,1,43,https://www.mappls.com/2yiw7h,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2793,banashankari bda complex,33100,10,652,$0,6,24,https://www.mappls.com/place-banashankari+bda+complex+bus+stop-banashankari+bda+shopping+complex-banashankari+2nd+stage-banashankari-bengaluru-karnataka-560070-4J4UY6@zdata=MTIuOTI0NTUzKzc3LjU2NDY1OSsxNys0SjRVWTYrK25yed,Bengaluru,Karnataka,India,South,Bengaluru,Unknown,,,,1,
2794,1st cross road,33100,34,69,$0.16,5,17,https://www.mappls.com/4puo9h,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2795,educational cultural complex,33100,44,69,$0,1,16,https://www.mappls.com/place-karnataka+educational+&+cultural+society-11th+cross+road-kadumalleshwara-malleswaram+east-bengaluru-karnataka-560003-2wybh7@zdata=MTMuMDAxOTc3Kzc3LjU3MDkxMysxNysyd3liaDcrKw==ed,Bengaluru,Karnataka,India,South,Bengaluru,Unknown,,,,1,
2796,commander hospital,33100,20,142,$0.14,5,19,https://www.mappls.com/place-commander+hospital-nala+road-shiv+vihar+west-vikas+nagar-hastsal-new+delhi-delhi-110059-68KUMB@zdata=MjguNjQ5ODg2Kzc3LjA0MjQwOSsxNys2OEtVTUIrK25yed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
2797,closest public restroom,33100,35,69,$0.27,1,19,https://www.mappls.com/toilets/near/12.813984,,,,,,,,,,,
2798,bundelkhand location,33100,73,69,$0,1,27,https://www.mappls.com/d2s828,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2799,rajkot bus stand,49500,11,847,$0.12,3,28,https://www.mappls.com/place-rajkot+central+bus+station-dhebar+road-karan+para-rajkot-gujarat-360001-2D267T@zdata=MjIuMjkxMjg3KzcwLjgwMjIxOSsxNysyRDI2N1QrK25yed,Rajkot,Gujarat,India,West,Rajkot,Unknown,,,,1,
2800,radiance cinemas,33100,10,496,$0.10,2,22,https://www.mappls.com/ed2cf2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2801,phoenix palladium senapati bapat marg lower parel mumbai maharashtra,33100,13,301,$0.15,4,25,https://www.mappls.com/f6dast,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2802,panvel station,18100,41,69,$0,5,25,https://www.mappls.com/place-panvel+railway+station+west-forest+colony+panvel-navi+mumbai-maharashtra-410206-DTA6C8@zdata=MTguOTg5OTY1KzczLjEyMTcyNSsxNytEVEE2QzgrK25yed,Mumbai,Maharashtra,India,West,Mumbai,Unknown,,,,1,
2803,vivanta by taj delhi dwarka,33100,29,69,$0.47,39,40,https://www.mappls.com/o7n3v5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2804,vitthal mandir,22200,67,69,$0,3,25,https://www.mappls.com/search-near-Shri%20Vitthal%20Mandir@zdata=NzUuODMyNjQ1LDIyLjY1ODEyOA==,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2805,yamuna bank,22200,31,69,$0,1,25,https://www.mappls.com/place-yamuna+bank+metro+depot-yamuna+bank-new+delhi-delhi-110092-OXGW6W@zdata=MjguNjIzMzc5Kzc3LjI2MjAyOCsxNytPWEdXNlcrKw==ed,Delhi,Delhi,India,North,Delhi,Unknown,,,,1,
2806,mahatma gandhi marg,33100,71,69,$0,3,23,https://www.mappls.com/place-madame-mahatma+gandhi+marg-hazratganj-lucknow-uttar+pradesh-226001-Y0RUD7@zdata=MjYuODUwMTM3KzgwLjk0MTE4NSsxNytZMFJVRDcrK25yed,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown,,,,1,
2807,khar road railway station,33100,13,301,$0.15,6,24,https://www.mappls.com/place-khar+road+railway+station-khar+east-mumbai-maharashtra-400052-e66246@zdata=MTkuMDY5NjgyKzcyLjgzOTkxMysxNytlNjYyNDYrKw==ed,Mumbai,Maharashtra,India,West,Mumbai,Unknown,,,,1,
2808,p d r mall varanasi,33100,12,374,$0.20,4,21,https://www.mappls.com/c3qknw,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1,
2809,nearest public bathroom,33100,108,69,$0.19,1,33,https://www.mappls.com/toilets/near/13.094318,,,,,,,,,,,
2810,metropolitan magistrate courts,33100,15,374,$0.20,4,17,https://www.mappls.com/place-metropolitan+magistrates+courts-taluk+office+road-saidepet-chennai-tamil+nadu-600015-pnvi0n@zdata=MTMuMDEzMjE0KzgwLjIyNjg0NisxNytwbnZpMG4rKw==ed,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1,
