No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category
1716,bengali restaurants near me,49500,4,18392,$1.14,11,23,https://www.zomato.com/kolkata/restaurants/bengali,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
1717,bandra cafe,60500,8,3986,$0,3,37,https://www.zomato.com/mumbai/bandra-west-restaurants/caf%C3%A9,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1718,aipl joy street,60500,4,3986,$0.18,6,33,https://www.zomato.com/ncr/restaurants/in/aipl-joy-street,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1719,7 matka,74000,6,2044,$0,1,40,https://www.zomato.com/ncr/itminaan-matka-biryani-slow-cooked-sector-7-noida,Noida,Unknown,Unknown,Unknown,Noida,Unknown
1720,hotel shauryawada,60500,5,9801,$0.02,4,38,https://www.zomato.com/pune/hotel-shauryawada-undri,Pune,Unknown,Unknown,Unknown,Pune,Hotel
1721,gole market delhi,60500,9,2837,$0,1,31,https://www.zomato.com/ncr/gole-market-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
1722,food license,60500,14,550,$0.17,25,44,https://www.zomato.com/restaurant-services-hub/fssai/?referrer=appdiytool_banner,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1723,taj mahal palace in mumbai,49500,22,212,$0.36,45,45,https://www.zomato.com/mumbai/restaurants/in/taj-mahal-palace-colaba,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1724,taj exotica hotel goa,49500,106,103,$0.38,33,42,https://www.zomato.com/mumbai/restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1725,sterling fern hill ooty,40500,36,97,$0.20,49,32,https://www.zomato.com/ooty/the-fern-sterling-ooty-fern-hill-fern-hill,Ooty,Unknown,Unknown,Unknown,Ooty,Unknown
1726,hyatt regency in ahmedabad,49500,27,113,$4.91,27,28,https://www.zomato.com/ahmedabad/restaurants/in/hyatt-regency-ashram-road,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
1727,hyatt regency ahmedabad,49500,12,720,$0.29,28,36,https://www.zomato.com/ahmedabad/restaurants/in/hyatt-regency-ashram-road,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
1728,hyatt in chandigarh,49500,22,163,$0.85,37,24,https://www.zomato.com/chandigarh/restaurants/in/hyatt-regency-chandigarh-industrial-area,Unknown,Chandigarh,India,North,Unknown,Restaurant
1729,hotel hyatt chandigarh,49500,19,252,$1.22,34,24,https://www.zomato.com/chandigarh/restaurants/in/hyatt-regency-chandigarh-industrial-area,Unknown,Chandigarh,India,North,Unknown,Restaurant
1730,gujarati thali near me,49500,4,15048,$0.12,6,21,https://www.zomato.com/ahmedabad/gujarati-thali,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown
1731,mio amore near me,49500,6,4816,$0.13,2,20,https://www.zomato.com/kolkata/restaurants/mio-amore,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
1732,north indian restaurants near me,49500,4,15048,$0.13,15,24,https://www.zomato.com/north-indian-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1733,brews,60500,9,4816,$0.98,1,50,https://www.zomato.com/hyderabad/brews-blends-kondapur,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
1734,ba da,49500,5,15048,$0.20,1,27,https://www.zomato.com/pune/ba-da-bom-sangamvadi,Pune,Unknown,Unknown,Unknown,Pune,Unknown
1735,catering,60500,43,103,$0.33,3,50,https://www.zomato.com/raipur/raipur-catering-services-kota,Raipur,Unknown,Unknown,Unknown,Raipur,Unknown
1736,zomato restaurant partner,49500,1,15048,$0.34,1,27,https://www.zomato.com/partners/login,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1737,zomato coupon code,40500,4,4816,$0.38,1,25,https://www.zomato.com/book/docs/deals,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1738,district centre delhi,49500,11,975,$0.10,3,25,https://www.zomato.com/ncr/restaurants/in/district-centre-janakpuri,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1739,dim sum,40500,11,1673,$1.02,1,30,https://www.zomato.com/ahmedabad/dim-sum-bopal,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown
1740,dal bati near me,40500,5,8019,$0.13,7,20,https://www.zomato.com/mumbai/restaurants/dish-dal-bati-churma,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1741,coffee shops in bangalore,49500,4,15048,$0.29,5,21,https://www.zomato.com/bangalore/coffee,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1742,riva beach resort in goa,49500,33,103,$0.29,48,20,https://www.zomato.com/goa/waterfront-riva-restaurant-mandrem,Unknown,Goa,India,West,Unknown,Restaurant
1743,r mall mulund,40500,8,1673,$0.15,9,28,https://www.zomato.com/mumbai/restaurants/in/r-mall-mulund,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1744,pvr superplex forum mall south bengaluru,49500,23,118,$0.08,8,20,https://www.zomato.com/bangalore/restaurants/in/forum-south-bengaluru-mall,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1745,pvp vijayawada,40500,12,559,$0,15,35,https://www.zomato.com/vijayawada/restaurants/in/pvp-square-mall-labbipet,Vijayawada,Unknown,Unknown,Unknown,Vijayawada,Restaurant
1746,gcc hotel club mira road,49500,7,2321,$0.19,15,22,https://www.zomato.com/mumbai/restaurants/in/gcc-hotel-club-mira-road,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1747,friends colony,49500,16,742,$0.23,5,34,https://www.zomato.com/ncr/new-friends-colony-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
1748,tapas cuisine,49500,11,1673,$0.17,1,24,https://www.zomato.com/ncr/restaurants/tapas,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1749,taj club house,49500,56,97,$0.30,30,37,https://www.zomato.com/chennai/club-house-taj-club-house-thousand-lights/menu,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
1750,sula wines,60500,18,450,$0.15,1,36,https://www.zomato.com/nashik/sula-vineyards-satpur,Nashik,Unknown,Unknown,Unknown,Nashik,Unknown
1751,social connaught place,9900,1,15048,$0.23,6,20,https://www.zomato.com/ncr/connaught-place-social-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
1752,wendy's,60500,7,2321,$0.03,2,50,https://www.zomato.com/ncr/wendys-burgers-civil-lines-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
1753,rio's,49500,9,2321,$0.05,1,43,https://www.zomato.com/ncr/rios-kitchen-1-new-palam-vihar-gurgaon,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown
1754,porvorim in goa,49500,21,252,$0.34,4,29,https://www.zomato.com/goa/porvorim-restaurants,Unknown,Goa,India,West,Unknown,Restaurant
1755,pali hill mumbai,49500,13,1267,$0.13,4,29,https://www.zomato.com/mumbai/pali-hill-bandra-west-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1756,najafgarh in delhi,49500,32,103,$0.10,3,25,https://www.zomato.com/ncr/najafgarh-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
1757,mahesh lunch home in mumbai,49500,4,15048,$0.15,3,25,https://www.zomato.com/mumbai/mahesh-lunch-home-juhu,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1758,indian eateries near me,49500,3,8019,$0.06,10,26,https://www.zomato.com/ncr/restaurants/north-indian,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1759,india hotel varanasi,60500,14,450,$0.15,98,61,https://www.zomato.com/varanasi/cafe-65-india-hotel-nadesar,Varanasi,Unknown,Unknown,Unknown,Varanasi,Hotel
1760,idli near me,40500,5,8019,$0.32,4,27,https://www.zomato.com/mumbai/delivery/dish-idli,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1761,hyderabad film nagar,49500,50,103,$0.12,5,21,https://www.zomato.com/hyderabad/45th-avenue-film-nagar,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
1762,hotel rahmath,40500,13,742,$0,3,31,https://www.zomato.com/thrissur/hotel-rahmath-irinjalakuda-locality,Thrissur,Unknown,Unknown,Unknown,Thrissur,Hotel
1763,dg's,49500,5,4816,$0.11,1,21,https://www.zomato.com/mumbai/dgs-tasty-delight-parel,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1764,delhi dwarka,40500,84,103,$0.37,1,31,https://www.zomato.com/ncr/dwarka-restaurants,Dwarka,Unknown,Unknown,Unknown,Dwarka,Restaurant
1765,coffee shops bangalore,49500,9,2321,$0.29,5,29,https://www.zomato.com/bangalore/coffee,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1766,coffee shop in bangalore,49500,10,2321,$0.07,6,28,https://www.zomato.com/bangalore/coffee,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1767,ck's,49500,8,2321,$0.06,25,21,https://www.zomato.com/chennai/cks-bakery-nungambakkam,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
1768,cholan,49500,34,103,$0.28,1,53,https://www.zomato.com/chennai/cholan-mess-velachery,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
1769,chandigarh hyatt,40500,11,720,$0.81,33,24,https://www.zomato.com/chandigarh/restaurants/in/hyatt-regency-chandigarh-industrial-area,Unknown,Chandigarh,India,North,Unknown,Restaurant
1770,beyond,40500,21,163,$0.67,1,43,https://www.zomato.com/chennai/beyond-loaf-chetpet,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
1771,best non veg restaurants near me,49500,5,8019,$0.28,11,23,https://www.zomato.com/kota/delivery/dish-non-veg-main-course,Kota,Unknown,Unknown,Unknown,Kota,Unknown
1772,best food restaurants in hyderabad,49500,4,15048,$0.04,6,33,https://www.zomato.com/hyderabad/restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1773,anand vihar near me,12100,6,2321,$0.02,2,22,https://www.zomato.com/ncr/anand-vihar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
1774,the big chill café,49500,7,4816,$0.12,3,45,https://www.zomato.com/ncr/the-big-chill-vasant-kunj-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
1775,itc hotel chola chennai,49500,17,277,$0.81,23,41,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
1776,itc chola chennai,49500,16,371,$0.37,33,37,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
1777,hotel maurya,49500,20,277,$0.16,19,38,https://www.zomato.com/patna/spice-court-hotel-maurya-lodipur,Patna,Unknown,Unknown,Unknown,Patna,Hotel
1778,cafe in connaught place,60500,5,15048,$0.17,3,24,https://www.zomato.com/ncr/connaught-place-delhi-restaurants/caf%C3%A9,Delhi,Delhi,India,North,Delhi,Restaurant
1779,mithai,49500,82,103,$0.13,24,53,https://www.zomato.com/chennai/shree-mithai-ashok-nagar/order,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
1780,mantra hyderabad,49500,31,103,$0,3,33,https://www.zomato.com/hyderabad/mantra-restaurant-1-dilsukhnagar/photos,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1781,mandi 36 arabian kitchen,40500,4,15048,$0.19,12,23,https://www.zomato.com/hyderabad/mandi-@-36-arabian-kitchen-gachibowli,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
1782,mahesh lunch home,49500,4,15048,$0.11,3,28,https://www.zomato.com/bangalore/mahesh-lunch-home-1-indiranagar-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1783,sayaji,74000,19,252,$0.85,10,57,https://www.zomato.com/indore/restaurants/in/sayaji-hotel-vijay-nagar,Indore,Unknown,Unknown,Unknown,Indore,Restaurant
1784,sandwich near me,40500,5,8019,$0.18,3,26,https://www.zomato.com/sandwich-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1785,richmond circle,60500,12,742,$0,7,39,https://www.zomato.com/bangalore/richmond-road-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1786,rajasthan taj lake palace,49500,22,163,$0.15,45,49,https://www.zomato.com/udaipur/restaurants/in/taj-lake-palace-pichola,Udaipur,Unknown,Unknown,Unknown,Udaipur,Restaurant
1787,pisco by the beach,33100,4,8019,$0,4,16,https://www.zomato.com/goa/pisco-by-the-beach-anjuna,Anjuna,Goa,India,West,Anjuna,Unknown
1788,flavour,49500,18,559,$0.85,1,46,https://www.zomato.com/ncr/flavours-pitampura-delhi,Delhi,Delhi,India,North,Delhi,Unknown
1789,film nagar hyderabad,49500,19,212,$0.09,6,18,https://www.zomato.com/hyderabad/best-film-nagar-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1790,delhi airport terminal 2,49500,11,1267,$0,3,20,https://www.zomato.com/ncr/restaurants/in/terminal-2-departures-igi-airport-aerocity,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1791,itc hotel chola chennai,49500,17,277,$0.81,23,41,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
1792,itc chola chennai,49500,16,371,$0.37,33,37,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
1793,hotel maurya,49500,20,277,$0.16,19,38,https://www.zomato.com/patna/spice-court-hotel-maurya-lodipur,Patna,Unknown,Unknown,Unknown,Patna,Hotel
1794,heritage village resort & spa manesar manesar,49500,27,108,$0.13,45,34,https://www.zomato.com/ncr/jharokha-heritage-village-resort-and-spa-manesar-gurgaon,Gurugram,Unknown,Unknown,Unknown,Gurugram,Hotel
1795,gurgaon sector 66,49500,11,1267,$0.36,6,29,https://www.zomato.com/ncr/sector-66-restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1796,good flippin burgers,49500,6,4816,$0.10,3,24,https://www.zomato.com/mumbai/good-flippin-burgers-pali-hill-bandra-west,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1797,block m,49500,29,103,$0.15,3,18,https://www.zomato.com/hi/ncr/restaurants/in/m-block-market-greater-kailash-2-gk2,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1798,zomato offers code,49500,5,3262,$0.01,10,23,https://www.zomato.com/offer/nvbmK,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1799,visakhapatnam dwaraka nagar,49500,9,1267,$0.17,5,30,https://www.zomato.com/visakhapatnam/dwaraka-nagar-restaurants,Visakhapatnam,Unknown,Unknown,Unknown,Visakhapatnam,Restaurant
1800,sri krishna udupi,49500,30,103,$0.04,1,36,https://www.zomato.com/manipal/hotel-sri-krishna-pure-veg-restaurant-maruthi-veethika-udupi,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1801,six mile,49500,16,450,$0.29,3,19,https://www.zomato.com/guwahati/michinga-six-mile,Guwahati,Unknown,Unknown,Unknown,Guwahati,Unknown
1802,sector 63 noida,40500,10,1267,$0.64,3,26,https://www.zomato.com/ncr/sector-63-noida-restaurants,Noida,Unknown,Unknown,Unknown,Noida,Restaurant
1803,sayaji hotel indore madhya pradesh,49500,42,103,$0.30,26,29,https://www.zomato.com/indore/restaurants/in/sayaji-hotel-vijay-nagar,Indore,Unknown,Unknown,Unknown,Indore,Restaurant
1804,royal garden,49500,19,292,$0.04,2,33,https://www.zomato.com/mumbai/royal-garden-resort-family-restaurant-bar-mira-road,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1805,under neem tree,49500,4,8019,$0.13,3,22,https://www.zomato.com/ahmedabad/restaurants/in/under-the-neem-trees-bodakdev,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
1806,tulips grand,40500,5,8019,$0.12,10,34,https://www.zomato.com/hyderabad/hotel-tulips-grand-medipally,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Hotel
1807,the ritz carlton bangalore,49500,13,559,$0.95,11,34,https://www.zomato.com/bangalore/restaurants/in/the-ritz-carlton,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1808,the filter coffee,40500,6,4816,$0.02,8,28,https://www.zomato.com/bangalore/the-filter-coffee-indiranagar-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1809,taj palace lake udaipur,40500,19,252,$0.33,37,50,https://www.zomato.com/udaipur/restaurants/in/taj-lake-palace-pichola,Udaipur,Unknown,Unknown,Unknown,Udaipur,Restaurant
1810,taj lake palace,40500,23,212,$0.13,41,38,https://www.zomato.com/udaipur/restaurants/in/taj-lake-palace-pichola,Udaipur,Unknown,Unknown,Unknown,Udaipur,Restaurant
1811,taj coromandel chennai,49500,5,4816,$0.38,15,32,https://www.zomato.com/chennai/restaurants/in/taj-coromandel-hotel-nungambakkam,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
1812,mahakal matka,49500,8,975,$0,1,32,https://www.zomato.com/id/mumbai/mahakal-matka-kulfi-kandivali-east/order?disableOpenApp=1&fsc=1&utm_source=google&utm_medium=zomato_amp&utm_campaign=19662647,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1813,le meridien gurgaon delhi ncr,49500,28,103,$0.52,9,24,https://www.zomato.com/ncr/restaurants/in/le-meridien-gurgaon,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant
1814,karachi bakery near me,49500,5,15048,$0.20,3,20,https://www.zomato.com/hyderabad/restaurants/karachi-bakery,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1815,indian restaurants near me,49500,6,4816,$0.34,10,23,https://www.zomato.com/alwar/restaurants/north-indian,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1816,hotel maurya patna,49500,13,742,$0.16,19,33,https://www.zomato.com/patna/spice-court-hotel-maurya-lodipur,Patna,Unknown,Unknown,Unknown,Patna,Hotel
1817,pvp square,40500,8,1673,$0,15,35,https://www.zomato.com/vijayawada/restaurants/in/pvp-square-mall-labbipet,Vijayawada,Unknown,Unknown,Unknown,Vijayawada,Restaurant
1818,park square mall,49500,3,4816,$0,7,30,https://www.zomato.com/bangalore/restaurants/in/ascendas-park-square-whitefield,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1819,pacific mall ghaziabad,40500,6,1673,$0.02,4,27,https://www.zomato.com/ncr/restaurants/in/pacific-mall-ghaziabad,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Restaurant
1820,next galleria mall,74000,6,2321,$0,5,37,https://www.zomato.com/hyderabad/restaurants/in/next-galleria-mall-panjagutta,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1821,new market in kolkata,49500,63,103,$0.04,1,20,https://www.zomato.com/kolkata/restaurants/in/axis-mall-new-town,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
1822,narapally,40500,13,742,$0.15,6,45,https://www.zomato.com/hyderabad/narapally-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1823,mantra mall,49500,4,3262,$0,4,34,https://www.zomato.com/hyderabad/restaurants/in/mantra-mall-attapur,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1824,manesar heritage hotel,49500,10,742,$0.14,37,36,https://www.zomato.com/ncr/jharokha-heritage-village-resort-and-spa-manesar-gurgaon,Gurugram,Unknown,Unknown,Unknown,Gurugram,Hotel
1825,dwaraka nagar vizag,40500,11,975,$0,10,29,https://www.zomato.com/visakhapatnam/dwaraka-nagar-restaurants,Visakhapatnam,Unknown,Unknown,Unknown,Visakhapatnam,Restaurant
1826,club o7,49500,9,1673,$0.10,6,34,https://www.zomato.com/ahmedabad/restaurants/in/club-o7-bopal,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
1827,chennai hotel taj coromandel,49500,8,3262,$0.60,18,40,https://www.zomato.com/chennai/restaurants/in/taj-coromandel-hotel-nungambakkam,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
1828,cafeteria open now near me,49500,6,8019,$0.05,14,34,https://www.zomato.com/raipur/restaurants/cafes,Raipur,Unknown,Unknown,Unknown,Raipur,Restaurant
1829,cafes in bangalore,49500,8,3262,$0.27,7,30,https://www.zomato.com/bangalore/great-cafes,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1830,burger farm,49500,6,8019,$0.19,2,33,https://www.zomato.com/jaipur/burger-farm-c-scheme,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown
1831,hotel gcc club mira road,49500,8,2321,$0.19,15,37,https://www.zomato.com/mumbai/restaurants/in/gcc-hotel-club-mira-road,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1832,guru sweet mart,40500,4,15048,$0,9,28,https://www.zomato.com/mysore/guru-sweet-mart-1-chamrajpura,Mysuru,Unknown,Unknown,Unknown,Mysuru,Unknown
1833,good restaurants bangalore,60500,4,15048,$0.29,3,32,https://www.zomato.com/bangalore/restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1834,flavours,49500,7,4816,$0.99,1,45,https://www.zomato.com/hyderabad/flavours-begumpet,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
1835,fern hill sterling ooty,49500,17,292,$0.27,43,22,https://www.zomato.com/ooty/the-fern-sterling-ooty-fern-hill-fern-hill,Ooty,Unknown,Unknown,Unknown,Ooty,Unknown
1836,best restaurants in hyd,60500,4,15048,$0.05,6,31,https://www.zomato.com/hyderabad/restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1837,akan hyderabad,40500,6,4816,$0.29,7,19,https://www.zomato.com/hyderabad/akan-hitech-city,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
1838,cafe near me open now,49500,4,15048,$0.23,12,23,https://www.zomato.com/bangalore/restaurants/cafes?open=now,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1839,sattva knowledge city,49500,60,103,$1.07,7,30,https://www.zomato.com/hyderabad/salarpuria-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1840,runway 34 restaurant,49500,31,103,$0,1,23,https://www.zomato.com/bangalore/runway-27-kadubeesanahalli-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1841,road number 14,49500,34,103,$0.12,4,24,https://www.zomato.com/jaipur/rj-14-ep-tonk-road,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown
1842,riva beach resort mandrem,49500,19,212,$0.12,45,33,https://www.zomato.com/goa/waterfront-riva-restaurant-mandrem,Unknown,Goa,India,West,Unknown,Restaurant
1843,tilak road in pune,49500,11,975,$0.16,5,18,https://www.zomato.com/pune/best-tilak-road-restaurants,Pune,Unknown,Unknown,Unknown,Pune,Restaurant
1844,tilak road,33100,14,559,$0,4,29,https://www.zomato.com/pune/best-tilak-road-restaurants,Pune,Unknown,Unknown,Unknown,Pune,Restaurant
1845,near me restaurants indian,49500,5,8019,$0.06,10,25,https://www.zomato.com/ncr/restaurants/north-indian,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1846,mall of travancore,49500,17,277,$0,4,29,https://www.zomato.com/trivandrum/restaurants/in/mall-of-travancore-inchakki-kannanthura,Thiruvananthapuram,Unknown,Unknown,Unknown,Thiruvananthapuram,Restaurant
1847,majestic in bangalore,40500,23,212,$0.36,1,24,https://www.zomato.com/bangalore/majestic-hotel-majestic,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Hotel
1848,magic moments vodka price,49500,20,212,$0,1,19,https://www.zomato.com/kolkata/restaurants/dish-magic-moments-vodka,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
1849,madhu vihar,49500,10,1673,$0.27,5,34,https://www.zomato.com/ncr/madhu-vihar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
1850,l'im,33100,11,1267,$0,1,41,https://www.zomato.com/pune/im-lion-1-baner,Pune,Unknown,Unknown,Unknown,Pune,Unknown
1851,rameshwaram cafe pune,40500,3,15048,$0.05,1,26,https://www.zomato.com/pune/the-rameshwaram-cafe-viman-nagar,Pune,Unknown,Unknown,Unknown,Pune,Restaurant
1852,raj food,49500,4,3262,$0,1,28,https://www.zomato.com/mysore/raj-food-court-vijay-nagar,Mysuru,Unknown,Unknown,Unknown,Mysuru,Unknown
1853,pvp square vijayawada,49500,11,742,$0.18,6,22,https://www.zomato.com/vijayawada/restaurants/in/pvp-square-mall-labbipet,Vijayawada,Unknown,Unknown,Unknown,Vijayawada,Restaurant
1854,pali hill,49500,8,4816,$0.13,4,34,https://www.zomato.com/mumbai/pali-hill-bandra-west-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1855,north indian,40500,10,975,$0,1,30,https://www.zomato.com/ncr/restaurants/north-indian,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1856,fish & fries,49500,1,15048,$0.08,5,23,https://www.zomato.com/bangalore/fish-fries-restaurant-hsr,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1857,fairmont udaipur,33100,74,103,$0.22,42,24,https://www.zomato.com/udaipur/dahaad-fairmont-udaipur-palace-fateh-sagar,Udaipur,Unknown,Unknown,Unknown,Udaipur,Unknown
1858,doolally taproom khar,22200,4,8019,$0.28,12,26,https://www.zomato.com/mumbai/doolally-taproom-khar,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1859,dimsum,49500,8,4816,$0.89,1,45,https://www.zomato.com/bangalore/restaurants/dish-dimsum,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1860,lal tibba,40500,13,975,$0.18,2,31,https://www.zomato.com/mussoorie/lal-tibba-landour,Mussoorie,Unknown,Unknown,Unknown,Mussoorie,Unknown
1861,itc grand chola,49500,23,133,$0.40,41,40,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
1862,indian hotel varanasi,49500,15,371,$0.25,94,18,https://www.zomato.com/varanasi/cafe-65-india-hotel-nadesar,Varanasi,Unknown,Unknown,Unknown,Varanasi,Hotel
1863,hyatt regency chandigarh,49500,15,450,$1.67,36,38,https://www.zomato.com/chandigarh/restaurants/in/hyatt-regency-chandigarh-industrial-area,Unknown,Chandigarh,India,North,Unknown,Restaurant
1864,hotel taj coromandel,49500,5,4816,$0.60,18,39,https://www.zomato.com/chennai/restaurants/in/taj-coromandel-hotel-nungambakkam,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
1865,hotel itc grand chola,49500,11,975,$0.98,25,40,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
1866,ghaziabad pacific mall,40500,12,559,$0.22,7,20,https://www.zomato.com/ncr/restaurants/in/pacific-mall-ghaziabad,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Restaurant
1867,gcc hotel,40500,8,1673,$0.09,20,37,https://www.zomato.com/mumbai/restaurants/in/gcc-hotel-club-mira-road,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1868,bar palladio,40500,5,4816,$0.65,3,31,https://www.zomato.com/jaipur/bar-palladio-jaipur-narayan-singh-circle,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown
