No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
2973,polo grounds location,33100,58,69,$0.10,3,25,https://www.mappls.com/place-jaipur+polo+ground-near+race+course+road-new+delhi-delhi-110003-SSS1F6@zdata=MjguNTg5ODY2Kzc3LjIwMzY1NysxNytTU1MxRjYrKw==ed
2974,k star mall in chembur,40500,21,89,$0.07,3,22,https://www.mappls.com/1p7m1u
2975,jw marriott hotel in kolkata,33100,23,79,$0.40,13,40,https://www.mappls.com/place-jw+marriott+hotel+kolkata-4a-jbs+haldane+avenue-kolkata-west+bengal-700105-LN8MTD@zdata=MjIuNTQ3OTIrODguMzk4OTM1KzE3K0xOOE1URCsrbnI=ed
2976,jp cinema,33100,19,142,$0.17,5,17,https://www.mappls.com/wctu26
2977,jogger park,60500,51,69,$0,4,38,https://www.mappls.com/place-joggers+park-vaikunthlal+mehta+road-ashok+nagar-juhu-mumbai-maharashtra-400049-44A62F@zdata=MTkuMTA0MTErNzIuODMyMjc5KzE3KzQ0QTYyRisrbnI=ed
2978,iti in jharkhand,40500,29,69,$0,1,19,https://www.mappls.com/5irawh
2979,isic delhi,27100,52,69,$0.81,12,17,https://www.mappls.com/7a6d2s
2980,isbt shimla new bus stand,27100,7,1118,$0.04,2,18,"https://www.mappls.com/direction-from--to-shimla+isbt,+new+bus+stand,+tutikandi,+shimla,+himachal+pradesh,+171004?@zdata=ZnJvbSsrdG8rNzcuMTUxMjAzLDMxLjA5NzczNiwwODYyU1Ardmlh"
2981,indraprastha metro,33100,18,168,$0.10,2,17,https://www.mappls.com/place-indraprastha+metro+station-indraprastha-new+delhi-delhi-110013-cfdt31@zdata=MjguNjIwNTYzKzc3LjI0OTA1OCsxNytjZmR0MzErKw==ed
2982,indore railway station platform 3,33100,18,168,$0.09,5,30,https://www.mappls.com/rluf4o
2983,icici bank towers,33100,18,185,$0.05,4,18,https://www.mappls.com/dj2bac
2984,delhi safdarjung railway station,27100,33,69,$0,1,14,https://www.mappls.com/place-safdarjung+railway+station+parking-safdarjung+railway+station-new+moti+bagh-new+delhi-delhi-110023-JF7QRL@zdata=MjguNTgyMDQrNzcuMTg2MjI4KzE3K0pGN1FSTCsrbnI=ed
2985,delhi radisson blu paschim vihar,33100,46,69,$0.55,37,37,https://www.mappls.com/qlbg12
2986,dear donna,33100,23,142,$0.09,1,28,https://www.mappls.com/place-dear+donna-qutab+institutional+area-ground+floor-a+block-shaheed+jeet+singh+marg-adchini-new+delhi-delhi-110016-KVWVO4@zdata=MjguNTM4Mjk5Kzc3LjE4ODY2NisxNytLVldWTzQrK25yed
2987,commerce six road,33100,6,2181,$0.08,5,20,https://www.mappls.com/place-commerce+six+road+metro+station-drive+in+road-navrangpura-ahmedabad-gujarat-380009-N481JI@zdata=MjMuMDQwNzI0KzcyLjU1Mjk4MSsxNytONDgxSkkrK25yed
2988,chennai city mall,33100,20,142,$0.06,3,39,https://www.mappls.com/4dtb7f
2989,dwarka railway station,22200,36,69,$0.04,1,20,https://www.mappls.com/place-dwarka+railway+station-station+road-ghanshyam+nagar-dwarka-gujarat-361335-DD2C6E@zdata=MjIuMjUwNzQ1KzY4Ljk4MDQxKzE3K0REMkM2RSsrbnI=ed
2990,bhakti nagar rajkot,27100,20,142,$0,2,22,https://www.mappls.com/place-bhakti+nagar+society+garden-gondal+road-bhakti+nagar-rajkot-gujarat-360002-7H2O7X@zdata=MjIuMjgyNjI1KzcwLjgwMzUzOCsxNys3SDJPN1grK25yed
2991,atal path,33100,9,1552,$0.37,5,22,https://www.mappls.com/k0rh42
2992,arya vidyapeeth,33100,18,142,$0.16,2,32,https://www.mappls.com/76tccs
2993,andhra law times,33100,13,374,$0.59,1,22,https://www.mappls.com/kfvprg
2994,admin block,33100,22,109,$0.14,2,18,https://www.mappls.com/126kd4
2995,2 cross road,33100,75,69,$0.13,4,22,https://www.mappls.com/place-cross+roads-14-girija+nagar-redhills+road-kolathur-chennai-tamil+nadu-600099-3r85m2@zdata=MTMuMTI3NTAzKzgwLjIxNzIzOCsxNyszcjg1bTIrK25yed
2996,vaishali metro station gate 1,27100,41,56,$0.10,5,19,https://www.mappls.com/place-vaishali+metro+station-link+road-vaishali-ghaziabad-uttar+pradesh-201010-E68T8F@zdata=MjguNjQ5OTAxKzc3LjMzOTY1MysxNytFNjhUOEYrK25yed
2997,soofi mandi calicut,27100,42,56,$0.27,2,21,https://www.mappls.com/nu8l99
2998,sms hospital rajasthan,27100,17,203,$0.02,2,31,https://www.mappls.com/5qhg7d
2999,vijay sales noida,18100,6,1270,$0.03,13,22,https://www.mappls.com/place-vijay+sales-sector+18+noida-k5-k6-sector+18+market+adjoining+ebony+gautier+showroom-near+atta+market-noida-uttar+pradesh-201301-qmsprx@zdata=MjguNTcxNDMzKzc3LjMyMzU1NSsxNytxbXNwcngrKw==ed
3000,navsari station,22200,25,62,$0,1,25,https://www.mappls.com/place-navsari+railway+station-station+main+road-navsari-gujarat-396445-3442S5@zdata=MjAuOTQ4MTkrNzIuOTEzMDU1KzE3KzM0NDJTNSsrbnI=ed
3001,moti rave,22200,24,65,$0.16,4,22,https://www.mappls.com/place-rave+moti+mall-rawatpur+main+road-moti+vihar+society-rawatpur-kanpur-uttar+pradesh-208025-BA521B@zdata=MjYuNDgxMzg5KzgwLjI5OTcyMisxNytCQTUyMUIrK25yed
3002,mirzapur railway station,27100,34,56,$0,1,21,https://www.mappls.com/place-mirzapur+railway+station-barodha-mirzapur-uttar+pradesh-231001-AF4EE2@zdata=MjUuMTM0OTg4KzgyLjU2ODk3NisxNytBRjRFRTIrK25yed
3003,laxman nagar,27100,26,65,$0.10,5,19,"https://www.mappls.com/direction-from--to-laxminarayan+saree+centre,+puna+road,+spinning+mill,+laxman+nagar+society,+punagam,+varachha,+surat,+gujarat,+395006?@zdata=ZnJvbSsrdG8rNzIuODc1MzM2LDIxLjIxNDEyNyxKRFdLMVQ7NzIuODc1MzU1LDIxLjIxNDA2MyxKRFdLMVQrdmlh"
3004,sainik vihar,22200,32,56,$0,4,26,"https://www.mappls.com/direction-from--to-park,+sainik+vihar,+pitampura,+new+delhi,+delhi,+110034?@zdata=ZnJvbSsrdG8rNzcuMTIyMDg4LDI4LjY4OTExNSxGRVc0MzErdmlh"
3005,route map,27100,35,56,$0.03,8,29,https://about.mappls.com/app/
3006,revenue board rajasthan,22200,27,56,$0,1,19,https://www.mappls.com/sgq4jb
3007,ramprastha colony,27100,22,116,$0.11,4,28,https://www.mappls.com/cph40k
3008,pune municipal,27100,21,116,$0.14,1,26,https://www.mappls.com/place-pune+municipal+corporation-pmc+main+building-congress+house+road-shivaji+nagar-pune-maharashtra-411004-722YGV@zdata=MTguNTIzNTY2KzczLjg1MzQyNCsxNys3MjJZR1YrKw==ed
3009,omkar nagar nagpur,22200,7,1785,$0.09,6,19,https://www.mappls.com/place-omkar+nagar+square-manewada+road-vasant+vihar-nagpur-maharashtra-440027-oh1mdl@zdata=MjEuMTA1MjY3Kzc5LjA5NDMzNysxNytvaDFtZGwrKw==ed
3010,new delhi railway station gate 2,27100,13,406,$0.04,4,30,https://www.mappls.com/place-new+delhi+railway+station+gate+no+2+bus+stop-bhavbhuti+marg-minto+road+area-new+delhi-delhi-110002-9TLFYO@zdata=MjguNjQzNTIrNzcuMjIzODQ3KzE3KzlUTEZZTysrbnI=ed
3011,ss enterprise,27100,25,62,$0.09,2,9,https://www.mappls.com/place-ss+enterprise+lokhra+road-lal+ganesh-guwahati-assam-781034+guwahati-GH6BYH@zdata=MjYuMTQ0MjYrOTEuNzQxNTcyKzE3K0dINkJZSA==ed
3012,shree datta snacks,27100,15,306,$0,4,23,https://www.mappls.com/place-shree+datta+snacks-mumbai+nashik+highway-bhiwandi-thane+district-maharashtra-421101-59VTKX@zdata=MTkuMzczNjk4KzczLjIwMDM0MysxNys1OVZUS1grK25yed
3013,satellite bus stand bangalore,27100,9,1270,$0.08,3,20,https://www.mappls.com/nzyoto
3014,haj house,27100,32,56,$0.11,5,37,https://www.mappls.com/4azikm
3015,etawah railway station,22200,34,56,$0,2,20,https://www.mappls.com/place-etawah+junction+railway+station-sawroop+nagar-etawah-uttar+pradesh-206001-7EDFC7@zdata=MjYuNzg2ODcyKzc5LjAyMTI5KzE3KzdFREZDNysrbnI=ed
3016,era hospital lucknow,27100,14,159,$0.38,4,23,https://www.mappls.com/i3pb5u
3017,dwarka sector 13,22200,24,73,$0.14,9,22,https://www.mappls.com/place-dwarka+sector+13+metro+station-sector+13+dwarka-new+delhi-delhi-110078-3BYKV7@zdata=MjguNTk3MjI3Kzc3LjAzMzE0OSsxNyszQllLVjcrK25yed
3018,dream city,27100,33,56,$0.09,3,16,https://www.mappls.com/place-dream+city-rajkot-gujarat-360005-EPW9LG@zdata=MjIuMzExMDY0KzcwLjc1NTkwNysxNytFUFc5TEcrKw==ed
3019,diamond park,22200,21,159,$0.20,4,26,https://www.mappls.com/ws24d5
3020,kurukshetra station,27100,24,65,$0,1,27,https://www.mappls.com/place-kurukshetra+junction+railway+station-railway+road-kurukshetra-haryana-136118-225CT1@zdata=MjkuOTY5NDgrNzYuODUyMTgrMTcrMjI1Q1QxKytucg==ed
3021,ibis golf course road gurgaon,27100,16,159,$0.64,21,22,https://www.mappls.com/place-ibis+gurgaon+golf+course+road-block+1+sector+53-golf+course+road-gurugram-haryana-122002-F53T35@zdata=MjguNDQ2Nzg0Kzc3LjA5OTY4MysxNytGNTNUMzUrK25yed
3022,health world durgapur,27100,13,246,$0.55,1,22,https://www.mappls.com/8i29s0
3023,b d o office,27100,23,116,$0.09,2,13,https://www.mappls.com/place-bdo+office-block+road-po+garhjaipur-purulia-jaypur-west+bengal-723201-7HXJ9R@zdata=MjMuNDE5MDM0Kzg2LjE1MjAzOSsxNys3SFhKOVIrK25yed
3024,anand niketan,27100,52,56,$0.25,8,20,https://www.mappls.com/place-anand+niketan-lamtaput+post-machh+kund-koraput+district-odisha-764081-P1YN6X@zdata=MTguNTkyNzg5KzgyLjYwNDA5OSsxNytQMVlONlgrKw==ed
3025,amazon development centre india pvt ltd,27100,39,56,$0.11,6,19,https://www.mappls.com/cdb7qw
3026,alpha 2 main market,27100,29,56,$0,1,13,https://www.mappls.com/a775d8
3027,airtel corporate office gurgaon,27100,26,62,$0,5,15,https://www.mappls.com/aa5fea
3028,9th block jayanagar bangalore,27100,41,56,$0.18,6,18,https://www.mappls.com/mt5tx4
3029,chembur camp,27100,31,59,$0,3,27,https://www.mappls.com/place-chembur+camp+police+chowki-inalks+hospital+road-chembur+colony-chembur-mumbai-maharashtra-400074-5qya4t@zdata=MTkuMDQ2NDkzKzcyLjg5NDcyOCsxNys1cXlhNHQrKw==ed
3030,cera style gallery,18100,11,1270,$0.44,1,24,https://www.mappls.com/hqc675
3031,cash deposit machine of sbi,27100,22,138,$0,1,20,https://www.mappls.com/32kjd7
3032,buddha smriti park,22200,32,56,$0,3,20,https://www.mappls.com/place-buddha+smriti+park-patliputra+karuna+stupa-fraser+road-near+patna+railway+station+patna+junction-patna-bihar-800001-ttwrks@zdata=MjUuNjA3MzE1Kzg1LjEzNjMxMysxNyt0dHdya3MrKw==ed
3033,board of revenue rajasthan ajmer,27100,21,73,$0,1,22,https://www.mappls.com/sgq4jb
3034,urban chowk rajpath club road,18100,37,56,$0.15,7,21,https://www.mappls.com/place-urban+chowk-24-near+zydus+hospital+cross+road-sg+road-thaltej-ahmedabad-gujarat-380059-9016kd@zdata=MjMuMDU3OTIrNzIuNTE5Mjk0KzE3KzkwMTZrZCsred
3035,tcs deccan park,22200,30,56,$0,15,24,https://www.mappls.com/place-tcs+deccan+park+bus+stop-phase+2-hitech+city-hyderabad-telangana-500081-99Z98P@zdata=MTcuNDQ2Mjc4Kzc4LjM3NzMxMisxNys5OVo5OFArK25yed
3036,sms hospital,27100,19,159,$0.20,2,27,https://www.mappls.com/5qhg7d
3037,sher e kashmir university jammu,27100,15,203,$0,1,30,https://www.mappls.com/8s633s
3038,vs cinema,27100,15,151,$0.02,1,20,https://www.mappls.com/sc82cg
3039,panchkula bus stand,22200,14,246,$0,12,23,https://www.mappls.com/place-bus+stand+panchkula-sector+5-panchkula-haryana-134109-YJ0O0D@zdata=MzAuNjkyMjMrNzYuODUyNDkzKzE3K1lKME8wRCsrbnI=ed
3040,near me bathroom,27100,8,1785,$0.09,10,19,https://www.mappls.com/search-near-Pay%20and%20Use%20Toilet@zdata=ODguMTQyMTU2LDI0Ljk5NzA4Mg==
3041,shivalayam near me,27100,21,116,$0,1,22,https://www.mappls.com/77oq3f
3042,sakthan thampuran private bus stand,27100,7,915,$0.11,4,22,https://www.mappls.com/4r5f6c
3043,road number 5,27100,10,693,$0.12,4,17,"https://www.mappls.com/direction-from--to-hyderabad+road+number+5,+road+no+5,+banjara+hills,+hyderabad,+telangana,+500034+hyderabad,+3vz9jg?@zdata=ZnJvbSsrdG8rNzguNDQ1MzAyLDE3LjQyMjkzMSwzdno5amc7NzguNDQ1MiwxNy40MjI3MzYsM3Z6OWpnK3ZpYQ=="
3044,railway station jaisalmer,22200,30,59,$0.03,2,20,https://www.mappls.com/place-jaisalmer+railway+station-gandhi+nagar-jaisalmer-rajasthan-345001-5E8462@zdata=MjYuOTE1MDc1KzcwLjkyNjY4MysxNys1RTg0NjIrK25yed
3045,pwd office,27100,32,56,$0.18,3,40,https://www.mappls.com/place-pwd+office-cpwd+colony-dehradun-uttarakhand-248001-L5LPZL@zdata=MzAuMzIzNDIzKzc4LjA0NDkwNSsxNytMNUxQWkwrKw==ed
3046,m m i narayana hospital raipur,27100,24,62,$0.36,6,16,https://www.mappls.com/place-mmi+narayana+superspeciality+hospital-raipur-main+gali-new+dhamtari+road-lalpur-kharian-near+pachpedi+naka-raipur-chhattisgarh-492001-hvnszu@zdata=MjEuMjEzMjQ4KzgxLjY1Nzc0NysxNytodm5zenUrKw==ed
3047,kirti nagar delhi,27100,27,73,$0,8,24,https://www.mappls.com/place-kirti+nagar+market-kirti+nagar+market-kirti+nagar-new+delhi-delhi-110015-1OGGRJ@zdata=MjguNjUyNzkxKzc3LjE0MTk0OSsxNysxT0dHUkorKw==ed
3048,karnal bus stand,22200,23,116,$0,1,20,https://www.mappls.com/place-isbt+bus+stand-old+gt+road-committee+market-karnal-haryana-132001-27B8E1@zdata=MjkuNjkxMjgyKzc2Ljk4NzU2NisxNysyN0I4RTErK25yed
3049,kalyan vihar,22200,30,56,$0.30,4,26,https://www.mappls.com/place-kalyan+vihar+bus+stop-kalyan+vihar+road-old+gupta+colony-new+delhi-delhi-110009-66H7UA@zdata=MjguNjkzNDA0Kzc3LjE5OTI1NysxNys2Nkg3VUErK25yed
3050,k m c t hospital,27100,14,406,$0.06,2,19,https://www.mappls.com/place-kmct+medical+college+hospital-manaserry+po-calicut+mukkam+road-thazhecode-kerala-673602-JHY2OR@zdata=MTEuMzI2MTUxKzc1Ljk3MTEyMysxNytKSFkyT1IrK25yed
3051,jaisalmer station,22200,43,56,$0.03,2,25,https://www.mappls.com/place-jaisalmer+railway+station-gandhi+nagar-jaisalmer-rajasthan-345001-5E8462@zdata=MjYuOTE1MDc1KzcwLjkyNjY4MysxNys1RTg0NjIrK25yed
3052,j w marriott pune,33100,52,56,$0.70,50,44,https://www.mappls.com/place-jw+marriott+hotel+pune-senapati+bapat+road-pune-maharashtra-411016-j36oqz@zdata=MTguNTMyNTAzKzczLjgyOTU2NCsxNytqMzZvcXorKw==ed
3053,new civil hospital,27100,16,203,$0.10,6,19,https://www.mappls.com/fs3a82
3054,mau uttar pradesh,27100,59,56,$0.01,1,31,https://www.mappls.com/sv1jzl
3055,dmart miyapur,27100,5,1270,$0.23,8,29,https://www.mappls.com/khnzel
3056,dlf square,27100,8,1270,$0,10,30,https://www.mappls.com/sdd344
3057,dj sanghvi,27100,15,246,$0.28,1,26,https://www.mappls.com/2t233t
3058,district magistrate office,22200,45,56,$0.38,2,25,https://www.mappls.com/mba8dm
3059,dibrugarh station,33100,37,56,$0,1,28,https://www.mappls.com/tb734t
3060,delhi medical council,22200,14,203,$0,2,20,https://www.mappls.com/place-delhi+medical+council-it+park-new+delhi-delhi-110053-RG2UJR@zdata=MjguNjcyMzg2Kzc3LjI1MTM4MysxNytSRzJVSlIrK25yed
3061,danta ramgarh,33100,30,56,$0,1,27,"https://www.mappls.com/direction-from--to-,+danta+ramgarh,+sikar+district,+rajasthan,+332402?@zdata=ZnJvbSsrdG8rNzUuMzQ4NTY3LDI3LjUzOTQ4NCw1RjI4Qjgrdmlh"
3062,cubbon park parking,9900,18,151,$0.21,15,24,https://www.mappls.com/place-bbmp+pay+and+parking-kasturba+road-cubbon+park-bengaluru-karnataka-560001-ES0D3U@zdata=MTIuOTcwNDA2Kzc3LjU5MjA0OCsxNytFUzBEM1UrK25yed
3063,chottanikkara,27100,22,116,$0,1,40,https://www.mappls.com/624bf4
3064,hilton garden inn lucknow,22200,21,73,$0.31,30,21,https://www.mappls.com/place-hilton+garden+inn+lucknow-tcg-7$7-vibhuti+khand-gomti+nagar-lucknow-uttar+pradesh-226010-387xoe@zdata=MjYuODY0MDY4KzgxLjAwODA4OSsxNyszODd4b2UrKw==ed
3065,ga di madgulkar natyagruha,27100,9,533,$0,8,16,https://www.mappls.com/place-ga+di+madgulkar+auditorium-behind+new+administrative+building-pimpri+chinchwad-maharashtra-411035-OMNXRA@zdata=MTguNjQ3NjY2KzczLjc2OTQxNisxNytPTU5YUkErK25yed
3066,chakki naka,22200,10,915,$0.10,8,19,https://www.mappls.com/7se1dt
3067,bawal haryana,22200,34,56,$0,1,25,https://www.mappls.com/2a6eb1
3068,anand paradise,27100,35,56,$0,1,26,https://www.mappls.com/3vrbu5
3069,sterling cinema mumbai,22200,10,406,$0.32,8,20,https://www.mappls.com/place-sterling+cineplex-65-murzban+road-azad+maidan-fort-opposite+vt+station-mumbai-maharashtra-400001-4s2dtf@zdata=MTguOTM4MzkzKzcyLjgzMzA4MisxNys0czJkdGYrKw==ed
3070,silver city,22200,15,306,$0,5,26,https://www.mappls.com/fgj3rv
3071,siddhivinayak mandir in dadar,27100,26,73,$0.02,2,34,https://www.mappls.com/tp4xgm
3072,revenue board of rajasthan,27100,24,62,$0,1,23,https://www.mappls.com/sgq4jb
3073,railway station dli,27100,71,56,$0.01,1,19,https://www.mappls.com/6d3s13
3074,tv tower,22200,43,56,$0.26,4,26,https://www.mappls.com/place-tv+tower-colony+road-pitampura-new+delhi-delhi-110034-5ft86f@zdata=MjguNjk3MTg2Kzc3LjE1MDIwNCsxNys1ZnQ4NmYrKw==ed
3075,tmb bank atm,33100,11,693,$0.07,1,19,https://www.mappls.com/place-tamilnad+mercantile+bank+atm-door+no+106-18th+main+road-hal+stage+2-indiranagar-bengaluru-karnataka-560008-8QBBLF@zdata=MTIuOTYyNTM2Kzc3LjY0MzI2NCsxNys4UUJCTEYrK25yed
3076,tiranga hotel,33100,21,151,$0.03,1,22,https://www.mappls.com/l2mzdx
3077,t v tower,27100,21,159,$0.14,4,23,https://www.mappls.com/place-tv+tower-colony+road-pitampura-new+delhi-delhi-110034-5ft86f@zdata=MjguNjk3MTg2Kzc3LjE1MDIwNCsxNys1ZnQ4NmYrKw==ed
3078,kodaikanal bus stand,22200,8,2636,$0.13,5,21,https://www.mappls.com/r5789u
3079,khed ratnagiri,9900,54,56,$0,1,18,"https://www.mappls.com/direction-from--to-,+khed,+ratnagiri+district,+maharashtra,+415709??@zdata=ZnJvbSsrdG8rNzMuMzU5NDM5LDE3LjcwMzYwMyw2U1lXRE4rdmlh"
3080,international tech park bangalore,27100,24,65,$0.23,4,19,https://www.mappls.com/place-international+tech+park-itpl-whitefield-bengaluru-karnataka-560066-RCM0UN@zdata=MTIuOTg3MjA3Kzc3LjczNjkzNCsxNytSQ00wVU4rKw==ed
3081,indira gandhi musical fountain bangalore,18100,57,56,$0.11,6,18,https://www.mappls.com/place-indira+gandhi+musical+fountain+park-opposite+jawahar+lal+nehru+planetarium-raj+bhavan+road-sampangi+rama+nagar-vasanth+nagar-bengaluru-karnataka-560001-543b64@zdata=MTIuOTg1MSs3Ny41OTE2KzE3KzU0M2I2NCsred
3082,imc limited cng pump filling station,18100,9,533,$0,1,11,"https://www.mappls.com/cng+station/near/17.955426,75.812688"
3083,hyatt place gurgaon,27100,21,89,$5.72,20,28,https://www.mappls.com/mem6fk
3084,ngos colony,2900,13,306,$0,2,19,https://www.mappls.com/place-new+ngos+colony+society+park-new+ngos+colony-subhash+nagar-nizamabad-telangana-503002-NHXRYW@zdata=MTguNjg4NTIxKzc4LjEwNzI3NSsxNytOSFhSWVcrKw==ed
3085,ngo colony,27100,8,915,$0,4,28,https://www.mappls.com/place-ngo+colony+bus+stop-ngo+colony-vanasthalipuram-hyderabad-telangana-500070-11MVYO@zdata=MTcuMzI1MDk3Kzc4LjU2NjYyMisxNysxMU1WWU8rK25yed
3086,near petrol bunk near me,27100,7,1785,$0.01,1,19,https://www.mappls.com/petrol-pump-near-me
3087,market building unit 2,27100,5,4390,$0.04,2,18,https://www.mappls.com/v37zex
3088,maidan garhi,27100,24,73,$0,4,28,https://www.mappls.com/hwy5lp
3089,maa tarini temple odisha,27100,25,89,$0.09,1,21,https://www.mappls.com/place-maa+tarini+thakurani+temple-ghatgaon-keonjhar+district-ghatagaon-odisha-758027-9fg3y6@zdata=MjEuMzkzMTkzKzg1Ljg5NjY0MSsxNys5ZmczeTYrKw==ed
3090,rohini west metro,27100,34,56,$0.04,4,16,https://www.mappls.com/4da4da
3091,rasta peth pune,27100,42,56,$0.12,4,21,https://www.mappls.com/place-rasta+peth+education+society+mar-shankar+garvd+road-somwar+peth-pune-maharashtra-411011-a7mjyn@zdata=MTguNTIxODcrNzMuODY2NjkrMTcrYTdtanluKys=ed
3092,ramnagar fish market,27100,12,406,$0,1,22,https://www.mappls.com/place-ramnagar+fish+market-jyothi+nagar-karimnagar-telangana-505001-CUQ5WG@zdata=MTguNDQwODA0Kzc5LjEwOTYwMisxNytDVVE1V0crKw==ed
3093,rahon india,22200,31,59,$0.11,1,19,"https://www.mappls.com/direction-from--to-nawanshahr;nawashahr+rahon+road,+satgur+nagar,+nawanshahr,+punjab,+144514+nawanshahr;nawashahr?@zdata=ZnJvbSsrdG8rNzYuMTE4MjgyLDMxLjEyNjE0NCxISTVKTUordmlh"
3094,pvr avani,27100,17,151,$0.04,1,27,https://www.mappls.com/25kfqw
3095,pondicherry muruga theatre,27100,14,159,$0.22,4,20,https://www.mappls.com/place-murugan+theatre-kamaraj+salai-industrial+estate+thattanchavady-puducherry-puducherry-605009-2A67AD@zdata=MTEuOTQyMDg2Kzc5LjgwNzg1NSsxNysyQTY3QUQrK25yed
3096,pincode for gachibowli hyderabad,27100,50,56,$0.12,1,19,https://www.mappls.com/place-gachibowli+police+station-opposite+iit-gachibowli-hyderabad-telangana-500032-euga0j@zdata=MTcuNDQzNjE0Kzc4LjM1MzYxNSsxNytldWdhMGorKw==ed
3097,pin code gachibowli hyderabad,27100,48,56,$0.12,1,18,https://www.mappls.com/place-gachibowli+police+station-opposite+iit-gachibowli-hyderabad-telangana-500032-euga0j@zdata=MTcuNDQzNjE0Kzc4LjM1MzYxNSsxNytldWdhMGorKw==ed
3098,d r c cinemas mysore,27100,13,203,$0.01,3,22,https://www.mappls.com/ovgb63
3099,hotel ibis hosur road,27100,22,73,$0.60,20,22,https://www.mappls.com/rd4zux
3100,hotel ibis bengaluru hosur road,27100,26,59,$0.55,18,23,https://www.mappls.com/rd4zux
3101,gachibowli pincode in hyderabad,27100,39,56,$0,1,23,https://www.mappls.com/place-gachibowli+police+station-opposite+iit-gachibowli-hyderabad-telangana-500032-euga0j@zdata=MTcuNDQzNjE0Kzc4LjM1MzYxNSsxNytldWdhMGorKw==ed
3102,forum rex walk,27100,21,116,$0,7,24,https://www.mappls.com/place-pvr+inox-forum+rex+walk+bengaluru-forum+rex+walk-brigade+road-shanthala+nagar-ashok+nagar-bengaluru-karnataka-560001-9LJBVO@zdata=MTIuOTcyNTMyKzc3LjYwNjgwNCsxNys5TEpCVk8rK25yed
3103,board of revenue rajasthan,27100,18,116,$0,1,23,https://www.mappls.com/sgq4jb
3104,block 14,27100,20,116,$0.13,3,18,https://www.mappls.com/place-office-block+14-geeta+colony-new+delhi-delhi-110031-SVVUK9@zdata=MjguNjUxNzg0Kzc3LjI3Nzc5KzE3K1NWVlVLOSsred
3105,bhilai plant,27100,49,56,$0.04,1,35,https://www.mappls.com/f1why4
3106,bapu nagar,27100,27,56,$0.06,5,28,"https://www.mappls.com/direction-from--to-,+bapunagar,+ahmedabad,+gujarat,+380024?@zdata=ZnJvbSsrdG8rNzIuNjMwMjUzLDIzLjAzOTA2MywxQk5QSVordmlh"
3107,bahubali hill,33100,25,89,$0.04,1,19,https://www.mappls.com/place-bahubali+hill-badi+lake-morwaniya-badgaon-udaipur+district-rajasthan-313025-2rzbdo@zdata=MjQuNjE3MjMyKzczLjYyMjc3NSsxNysycnpiZG8rKw==ed
3108,yadav nagar delhi,27100,19,138,$0.12,4,18,https://www.mappls.com/place-yadav+nagar+bus+stop-shri+ramesh+pradhan+ji+marg-libaspur-samaypur-new+delhi-delhi-110042-OVBQXB@zdata=MjguNzUwNTQrNzcuMTQyMzU2KzE3K09WQlFYQisrbnI=ed
3109,polyline android,22200,18,151,$0,1,33,https://developer.mappls.com/mapping/polyline/
3110,pincode of gachibowli hyderabad,27100,44,56,$0,1,20,https://www.mappls.com/place-gachibowli+police+station-opposite+iit-gachibowli-hyderabad-telangana-500032-euga0j@zdata=MTcuNDQzNjE0Kzc4LjM1MzYxNSsxNytldWdhMGorKw==ed
3111,pataudi road,27100,37,56,$0,2,27,https://www.mappls.com/place-pataudi+road+railway+station-haileymandi-haryana-122503-4f6c82@zdata=MjguMzQ3ODkrNzYuNzUyMjExKzE3KzRmNmM4Misred
3112,passport seva kendra defence colony,22200,8,915,$0.08,1,18,https://www.mappls.com/vhjs57
3113,nihal singh wala moga,27100,19,159,$0.14,1,16,"https://www.mappls.com/direction-from--to-nihal+singh+wala+bus+stand,+nihal+singh+wala+road,+nihal+singhwala,+moga+district,+punjab,+142055?@zdata=ZnJvbSsrdG8rNzUuMjc5MTI2LDMwLjU5MTEwNyxRTkZLTTYrdmlh"
3114,shiv colony,27100,9,693,$0.07,3,18,https://www.mappls.com/9rt02h
3115,sanjay gandhi national park ticket counter,27100,8,1270,$0.13,7,23,https://www.mappls.com/45u4f7
3116,ravindra natya mandir mumbai,27100,15,246,$0.17,4,19,https://www.mappls.com/place-ravindra+natya+mandir-sayani+road-near+siddhivinayak+mandir-prabhadevi-mumbai-maharashtra-400025-c6gkuw@zdata=MTkuMDE1MzM1KzcyLjgzMDEzMisxNytjNmdrdXcrKw==ed
3117,rangoli chokdi,27100,54,56,$0,2,27,https://www.mappls.com/place-avsar+multi+speciality+hospital+&+icu-rangoli+chokdi-1st+floor-avsar+shopping+hub-umra+road-velanja-kamrej-surat+district-gujarat-394150-U0HYAG@zdata=MjEuMjk4Nzk3KzcyLjkxMTM1NSsxNytVMEhZQUcrK25yed
